hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.659814, 0.00939159, 0.659564, 0.00616346, 0.659753, -0.0132414, 0, 0
0, 1800.00000, 0.65992, 0.0176748, 0.659409, 0.00557487, 0.659771, -0.0232357, 0, 0
0, 2700.00000, 0.659887, 0.00995677, 0.659501, 0.00967137, 0.659712, -0.0196214, 0, 0
1, 0.00000, 0.659903, 0.0145666, 0.659447, 0.00705931, 0.659749, -0.0216801, 0, 0
1, 900.00000, 0.659791, 0.00410272, 0.659571, 0.00739689, 0.659712, -0.0132261, 0, 0
1, 1800.00000, 0.659911, 0.00993712, 0.659505, 0.0107007, 0.659693, -0.0199486, 0, 0
1, 2700.00000, 0.65979, 0.00478166, 0.659606, 0.00742107, 0.659743, -0.0095086, 0, 0
2, 0.00000, 0.65985, 0.0103767, 0.659496, 0.00605959, 0.659739, -0.0170015, 0, 0
2, 900.00000, 0.659951, 0.0126993, 0.659478, 0.0122753, 0.659683, -0.0241519, 0, 0
2, 1800.00000, 0.659772, 0.00562591, 0.659582, 0.00549044, 0.659746, -0.0111217, 0, 0
2, 2700.00000, 0.659758, 0.00100415, 0.659655, 0.00925717, 0.659702, -0.00910484, 0, 0
3, 0.00000, 0.659906, 0.00586911, 0.659566, 0.0150933, 0.659623, -0.0212928, 0, 0
3, 900.00000, 0.6599, 0.00564775, 0.659574, 0.0156673, 0.659625, -0.0212463, 0, 0
3, 1800.00000, 0.659966, 0.0106643, 0.659503, 0.0159317, 0.659631, -0.0265344, 0, 0
3, 2700.00000, 0.659967, 0.00569551, 0.659535, 0.0194627, 0.659565, -0.0272678, 0, 0
4, 0.00000, 0.66, 0.00694661, 0.65954, 0.0218113, 0.65956, -0.0287231, 0, 0
4, 900.00000, 0.660097, 0.00801909, 0.659523, 0.027992, 0.659481, -0.0359825, 0, 0
4, 1800.00000, 0.660106, 0.00771205, 0.659536, 0.0302255, 0.659471, -0.0368418, 0, 0
4, 2700.00000, 0.660054, 0.00860147, 0.659526, 0.0259463, 0.659521, -0.0345431, 0, 0
5, 0.00000, 0.660129, 0.00986524, 0.659517, 0.030454, 0.659453, -0.0404086, 0, 0
5, 900.00000, 0.660013, 0.00685902, 0.65957, 0.0251768, 0.659517, -0.0320379, 0, 0
5, 1800.00000, 0.659954, -0.0012083, 0.659655, 0.0273488, 0.659467, -0.0279272, 0, 0
5, 2700.00000, 0.659775, -0.00413573, 0.659676, 0.0161462, 0.65964, -0.0125409, 0, 0
6, 0.00000, 0.65999, -0.00965831, 0.659759, 0.0349153, 0.659353, -0.0251206, 0, 0
6, 900.00000, 0.659731, -0.0370694, 0.660119, 0.0415175, 0.659249, -0.00454861, 0, 0
6, 1800.00000, 0.659714, -0.0213434, 0.659917, 0.0264229, 0.659469, -0.00512661, 0, 0
6, 2700.00000, 0.660055, -0.00889248, 0.659711, 0.0385645, 0.659333, -0.0297611, 0, 0
7, 0.00000, 0.659937, -0.00541444, 0.65967, 0.0267785, 0.659491, -0.0214617, 0, 0
7, 900.00000, 0.659801, -0.0255427, 0.659942, 0.0340444, 0.659356, -0.0086052, 0, 0
7, 1800.00000, 0.660018, -0.00848163, 0.659706, 0.0352468, 0.659373, -0.0269859, 0, 0
7, 2700.00000, 0.660044, -0.0078855, 0.659684, 0.0361737, 0.659366, -0.0285947, 0, 0
8, 0.00000, 0.660105, -0.00277161, 0.659629, 0.0362128, 0.659365, -0.0335744, 0, 0
8, 900.00000, 0.659926, -0.0189102, 0.659868, 0.0378841, 0.659299, -0.0194239, 0, 0
8, 1800.00000, 0.659703, -0.0118963, 0.659811, 0.0168644, 0.65958, -0.00528892, 0, 0
8, 2700.00000, 0.65974, -0.00919585, 0.659776, 0.0184495, 0.659581, -0.00949832, 0, 0
9, 0.00000, 0.659876, 0.0127912, 0.659483, 0.00814854, 0.659733, -0.0212594, 0, 0
9, 900.00000, 0.660012, 0.0263399, 0.659304, 0.00504898, 0.659778, -0.0317082, 0, 0
9, 1800.00000, 0.66002, 0.0327288, 0.659231, 0.00132336, 0.659847, -0.0342784, 0, 0
9, 2700.00000, 0.659967, 0.0211187, 0.659374, 0.00753596, 0.659748, -0.0291259, 0, 0
10, 0.00000, 0.659928, 0.00357228, 0.659612, 0.0207508, 0.659555, -0.0246054, 0, 0
10, 900.00000, 0.660271, 0.0108359, 0.659505, 0.0375479, 0.659328, -0.0483138, 0, 0
10, 1800.00000, 0.660321, 0.0246732, 0.659323, 0.0288353, 0.659451, -0.0536973, 0, 0
10, 2700.00000, 0.660258, 0.0181494, 0.659414, 0.0315678, 0.659425, -0.0498822, 0, 0
11, 0.00000, 0.660291, 0.0257321, 0.659319, 0.0277547, 0.659494, -0.0535306, 0, 0
11, 900.00000, 0.660211, 0.0284814, 0.659288, 0.0208096, 0.659594, -0.0495021, 0, 0
11, 1800.00000, 0.660324, 0.0189356, 0.659405, 0.0384096, 0.659367, -0.0576566, 0, 0
11, 2700.00000, 0.66017, 0.0219467, 0.659384, 0.0240353, 0.659552, -0.0458787, 0, 0
12, 0.00000, 0.660368, 0.0325344, 0.659205, 0.0277182, 0.659522, -0.0604173, 0, 0
12, 900.00000, 0.660311, 0.0258551, 0.659305, 0.029015, 0.659483, -0.054939, 0, 0
12, 1800.00000, 0.660265, 0.0249588, 0.659317, 0.0259063, 0.65952, -0.050812, 0, 0
12, 2700.00000, 0.660416, 0.0355127, 0.65918, 0.0287328, 0.659504, -0.0643044, 0, 0
