hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 2104.36, 10.4897, 2118.66, 10.6285, 2216.02, 10.4308
0, 1800.00000, 2080.37, 10.9764, 2097.67, 11.2597, 2198.27, 11.0276
0, 2700.00000, 2065.22, 11.0168, 2064.65, 11.177, 2157.58, 10.8692
1, 0.00000, 2032.9, 11.2281, 2037.98, 11.3901, 2124.84, 11.0329
1, 900.00000, 2011.73, 11.9433, 2010.92, 12.1088, 2101.62, 11.7387
1, 1800.00000, 1965.83, 11.7592, 1968.68, 11.9096, 2060.13, 11.6352
1, 2700.00000, 1924.45, 10.3079, 1930.64, 10.5078, 2014.41, 10.1755
2, 0.00000, 1912.69, 9.97802, 1931.45, 10.3312, 2013.48, 9.93904
2, 900.00000, 1888.04, 9.49992, 1905.52, 9.79741, 2008.34, 9.57466
2, 1800.00000, 1927.39, 10.343, 1920.77, 10.3689, 2027.38, 10.1782
2, 2700.00000, 1884.39, 9.84652, 1874.16, 9.84681, 1984.13, 9.66659
3, 0.00000, 1878.62, 9.83897, 1891.5, 10.0185, 2005.3, 9.79851
3, 900.00000, 1847.84, 9.81424, 1848.82, 9.90858, 1975.79, 9.7993
3, 1800.00000, 1830.57, 9.7147, 1847.29, 9.93857, 1966.76, 9.74038
3, 2700.00000, 1835.91, 11.0301, 1848.12, 11.2079, 1971.48, 10.9888
4, 0.00000, 1836.1, 11.1166, 1851.56, 11.3244, 1969.64, 11.0196
4, 900.00000, 1854.44, 10.1659, 1887.32, 10.601, 2015.38, 10.3744
4, 1800.00000, 1855.08, 9.99154, 1887.69, 10.4066, 2026.44, 10.2826
4, 2700.00000, 1841.86, 9.68084, 1859.85, 9.87088, 2016.6, 9.93118
5, 0.00000, 1948.34, 9.70558, 1981.44, 9.84813, 2139.05, 9.97544
5, 900.00000, 1931.03, 9.59338, 1955.96, 9.57849, 2108.47, 9.92064
5, 1800.00000, 1998.74, 9.74193, 1985.34, 9.63455, 2157.65, 9.96787
5, 2700.00000, 2434.35, 12.1559, 2321.73, 11.4047, 2457.56, 11.3704
6, 0.00000, 2105.37, 11.1759, 2103.03, 11.0718, 2273.18, 11.2896
6, 900.00000, 2290.91, 12.57, 2151.15, 11.3544, 2357.33, 11.9531
6, 1800.00000, 2397.83, 11.9844, 2278.23, 11.075, 2452.15, 11.4182
6, 2700.00000, 2284.61, 11.1495, 2271.3, 11.176, 2416.64, 11.2171
7, 0.00000, 2364.42, 11.2903, 2355.43, 11.3761, 2475.88, 11.2087
7, 900.00000, 2449.97, 10.6148, 2422.66, 10.4487, 2561.43, 10.5984
7, 1800.00000, 2583.85, 11.1171, 2569.39, 11.1071, 2710.99, 11.0584
7, 2700.00000, 2831.13, 12.4121, 2822.38, 12.4767, 2964.8, 12.3833
8, 0.00000, 2954.87, 12.1251, 2965.83, 12.314, 3085.45, 12.2128
8, 900.00000, 3011.82, 12.5832, 2995.53, 12.5713, 3131.4, 12.6522
8, 1800.00000, 3165.21, 13.1675, 3120.28, 13.0029, 3256.29, 13.0104
8, 2700.00000, 3260.36, 12.8001, 3182.01, 12.4806, 3359.62, 12.6943
9, 0.00000, 3351.66, 13.4457, 3306.38, 13.3848, 3457.77, 13.3948
9, 900.00000, 3420.29, 13.8666, 3425.82, 13.9715, 3561.81, 13.9521
9, 1800.00000, 3464.31, 13.0573, 3480.82, 13.2337, 3616.64, 13.2416
9, 2700.00000, 3747.53, 14.5941, 3774.26, 14.6971, 3900.24, 14.6309
10, 0.00000, 4002.58, 15.4493, 3937.74, 15.2616, 4120.11, 15.423
10, 900.00000, 3776.17, 14.0611, 3843.38, 14.2392, 3979.89, 14.2923
10, 1800.00000, 3846.07, 14.8493, 3911.26, 15.0025, 4024.19, 14.9481
10, 2700.00000, 3922.9, 15.1817, 3930.21, 15.198, 4062.18, 15.1344
11, 0.00000, 3939.4, 14.3066, 3941.48, 14.3384, 4065.99, 14.2715
11, 900.00000, 4013.46, 15.3201, 4047.48, 15.4515, 4173.89, 15.3718
11, 1800.00000, 4258.25, 15.8128, 4269.98, 15.8872, 4449.95, 15.9061
11, 2700.00000, 4144.78, 15.1221, 4161.45, 15.2097, 4322.99, 15.2556
12, 0.00000, 4237.72, 16.0812, 4253.81, 16.1902, 4351.95, 15.9626
12, 900.00000, 4307.33, 16.19, 4294.23, 16.2034, 4419.99, 16.1057
12, 1800.00000, 4289.2, 16.1507, 4285.99, 16.19, 4398.26, 16.0549
12, 2700.00000, 4344.39, 16.2703, 4361.98, 16.3796, 4486.29, 16.2501
13, 0.00000, 4407.53, 16.3112, 4425.06, 16.3412, 4528.08, 16.2633
13, 900.00000, 4507.59, 16.5784, 4477.41, 16.4954, 4573.74, 16.3814
13, 1800.00000, 4672.97, 16.8386, 4704.02, 16.8836, 4829.31, 16.8497
13, 2700.00000, 4570.71, 16.1006, 4613.75, 16.1338, 4754.04, 16.2047
14, 0.00000, 4556.03, 17.1455, 4627.26, 17.2807, 4747.59, 17.256
14, 900.00000, 4505.93, 16.9769, 4605.17, 17.2902, 4717.65, 17.1682
14, 1800.00000, 4578.25, 16.3324, 4625.36, 16.4165, 4756.41, 16.4866
14, 2700.00000, 4721.48, 16.7416, 4706.97, 16.826, 4855.4, 16.7941
15, 0.00000, 4538.81, 16.4378, 4604.35, 16.5612, 4718.87, 16.618
15, 900.00000, 4488.82, 15.8222, 4542.09, 15.9223, 4657.12, 16.0215
15, 1800.00000, 4722.42, 16.4889, 4796.84, 16.643, 4879.68, 16.7051
15, 2700.00000, 5184.88, 16.6761, 5494.47, 16.8298, 5329.16, 16.8382
16, 0.00000, 5227.38, 16.3433, 5575.97, 16.6098, 5366.5, 16.5244
16, 900.00000, 5393.86, 17.2494, 5705.24, 17.3792, 5525.72, 17.4478
16, 1800.00000, 5063.81, 16.6021, 5189.27, 16.6961, 5169.55, 16.7092
16, 2700.00000, 4806.61, 16.8156, 4833.8, 16.8811, 4946.77, 16.9555
17, 0.00000, 4780.36, 17.3698, 4822.83, 17.4847, 4942.47, 17.5859
17, 900.00000, 4733, 17.4573, 4720.37, 17.4127, 4836.8, 17.48
17, 1800.00000, 4454.24, 16.4386, 4485.78, 16.5474, 4574.18, 16.4104
17, 2700.00000, 4541.41, 17.0685, 4603.47, 17.2253, 4693.74, 17.0805
18, 0.00000, 4680.21, 17.0259, 4721.14, 17.1427, 4801.36, 16.9858
18, 900.00000, 4447.68, 16.374, 4531.83, 16.6791, 4555.44, 16.3622
18, 1800.00000, 3936.42, 15.6597, 4090.16, 16.1272, 4060.16, 15.798
18, 2700.00000, 4069.1, 16.2767, 4060.79, 16.1448, 4076.77, 16.1161
19, 0.00000, 3984.92, 15.5159, 3998.26, 15.484, 3999.87, 15.366
19, 900.00000, 3775.97, 14.9703, 3828.05, 15.0787, 3908.52, 15.0339
19, 1800.00000, 3830.22, 14.9001, 3856.99, 14.9045, 3983.78, 15.0686
19, 2700.00000, 3914.07, 14.767, 3792.13, 14.4507, 3922.57, 14.4743
20, 0.00000, 3668.89, 14.0787, 3658.8, 14.1724, 3788.44, 14.1254
20, 900.00000, 3452.75, 14.0897, 3498.28, 14.3098, 3620.11, 14.309
20, 1800.00000, 3495.14, 13.0783, 3484.97, 13.125, 3614.69, 13.2653
20, 2700.00000, 3444.59, 13.2082, 3468.37, 13.4275, 3579.62, 13.5641
21, 0.00000, 3312.52, 13.5121, 3309.16, 13.6639, 3428.04, 13.7172
21, 900.00000, 3412.12, 12.7309, 3306.9, 12.4894, 3477.72, 12.6798
21, 1800.00000, 2903.97, 11.8161, 2883.76, 11.7762, 3012.04, 11.9016
21, 2700.00000, 2824.1, 11.5155, 2823.46, 11.5455, 2928.81, 11.5654
22, 0.00000, 3106.5, 14.2563, 3039.75, 13.8215, 3068.83, 13.3818
22, 900.00000, 2778.67, 12.7111, 2813.37, 12.8966, 2866.74, 12.5711
22, 1800.00000, 2753.51, 14.0282, 2595.55, 12.6564, 2783.67, 13.0081
22, 2700.00000, 2405.03, 11.0376, 2419.72, 11.1369, 2560.33, 11.1771
23, 0.00000, 2303.94, 10.6284, 2326.72, 10.7944, 2445.22, 10.7596
23, 900.00000, 2263.45, 10.712, 2292.65, 10.9227, 2402.52, 10.8187
23, 1800.00000, 2228.09, 11.4417, 2267.97, 11.7494, 2330.66, 11.2822
23, 2700.00000, 2287.82, 12.4354, 2292.41, 12.4584, 2407.59, 12.3696
24, 0.00000, 2276.25, 11.9579, 2210.79, 11.2217, 2330.76, 11.2623
