hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -1.75483E-005, 7415.54, -120, 7415.54, 120, 283.777, -10.4897, 285.706, -130.629, 298.835, 109.569
0, 1800.00000, 7415.54, -1.71328E-005, 7415.54, -120, 7415.54, 120, 280.542, -10.9764, 282.875, -131.26, 296.441, 108.972
0, 2700.00000, 7415.54, -1.69901E-005, 7415.54, -120, 7415.54, 120, 278.5, -11.0168, 278.422, -131.177, 290.954, 109.131
1, 0.00000, 7415.54, -1.66322E-005, 7415.54, -120, 7415.54, 120, 274.141, -11.2281, 274.826, -131.39, 286.539, 108.967
1, 900.00000, 7415.54, -1.61499E-005, 7415.54, -120, 7415.54, 120, 271.285, -11.9433, 271.176, -132.109, 283.408, 108.261
1, 1800.00000, 7415.54, -1.5859E-005, 7415.54, -120, 7415.54, 120, 265.096, -11.7592, 265.481, -131.91, 277.812, 108.365
1, 2700.00000, 7415.54, -1.61204E-005, 7415.54, -120, 7415.54, 120, 259.515, -10.3079, 260.35, -130.508, 271.647, 109.824
2, 0.00000, 7415.54, -1.6155E-005, 7415.54, -120, 7415.54, 120, 257.93, -9.97803, 260.46, -130.331, 271.522, 110.061
2, 900.00000, 7415.54, -1.61361E-005, 7415.54, -120, 7415.54, 120, 254.606, -9.49994, 256.963, -129.797, 270.829, 110.425
2, 1800.00000, 7415.54, -1.61307E-005, 7415.54, -120, 7415.54, 120, 259.912, -10.343, 259.019, -130.369, 273.396, 109.822
2, 2700.00000, 7415.54, -1.59678E-005, 7415.54, -120, 7415.54, 120, 254.114, -9.84654, 252.734, -129.847, 267.564, 110.333
3, 0.00000, 7415.54, -1.59218E-005, 7415.54, -120, 7415.54, 120, 253.335, -9.83898, 255.072, -130.019, 270.419, 110.201
3, 900.00000, 7415.54, -1.56702E-005, 7415.54, -120, 7415.54, 120, 249.185, -9.81425, 249.316, -129.909, 266.438, 110.201
3, 1800.00000, 7415.54, -1.55619E-005, 7415.54, -120, 7415.54, 120, 246.856, -9.71471, 249.11, -129.939, 265.221, 110.26
3, 2700.00000, 7415.54, -1.50962E-005, 7415.54, -120, 7415.54, 120, 247.576, -11.0301, 249.223, -131.208, 265.858, 109.011
4, 0.00000, 7415.54, -1.5064E-005, 7415.54, -120, 7415.54, 120, 247.602, -11.1166, 249.687, -131.324, 265.61, 108.98
4, 900.00000, 7415.54, -1.55889E-005, 7415.54, -120, 7415.54, 120, 250.075, -10.166, 254.509, -130.601, 271.777, 109.626
4, 1800.00000, 7415.54, -1.56625E-005, 7415.54, -120, 7415.54, 120, 250.161, -9.99155, 254.559, -130.407, 273.27, 109.717
4, 2700.00000, 7415.54, -1.56711E-005, 7415.54, -120, 7415.54, 120, 248.379, -9.68086, 250.805, -129.871, 271.943, 110.069
5, 0.00000, 7415.54, -1.6568E-005, 7415.54, -120, 7415.54, 120, 262.737, -9.7056, 267.202, -129.848, 288.455, 110.025
5, 900.00000, 7415.54, -1.64661E-005, 7415.54, -120, 7415.54, 120, 260.403, -9.5934, 263.765, -129.579, 284.331, 110.079
5, 1800.00000, 7415.54, -1.69818E-005, 7415.54, -120, 7415.54, 120, 269.534, -9.74195, 267.727, -129.635, 290.964, 110.032
5, 2700.00000, 7415.54, -1.9435E-005, 7415.54, -120, 7415.54, 120, 328.276, -12.1559, 313.09, -131.405, 331.406, 108.63
6, 0.00000, 7415.54, -1.72493E-005, 7415.54, -120, 7415.54, 120, 283.913, -11.1759, 283.597, -131.072, 306.543, 108.71
6, 900.00000, 7415.54, -1.80833E-005, 7415.54, -120, 7415.54, 120, 308.933, -12.57, 290.086, -131.354, 317.891, 108.047
6, 1800.00000, 7415.54, -1.9232E-005, 7415.54, -120, 7415.54, 120, 323.353, -11.9844, 307.224, -131.075, 330.678, 108.582
6, 2700.00000, 7415.54, -1.87324E-005, 7415.54, -120, 7415.54, 120, 308.084, -11.1495, 306.289, -131.176, 325.888, 108.783
7, 0.00000, 7415.54, -1.93162E-005, 7415.54, -120, 7415.54, 120, 318.846, -11.2903, 317.634, -131.376, 333.877, 108.791
7, 900.00000, 7415.54, -2.03685E-005, 7415.54, -120, 7415.54, 120, 330.384, -10.6149, 326.7, -130.449, 345.413, 109.402
7, 1800.00000, 7415.54, -2.12064E-005, 7415.54, -120, 7415.54, 120, 348.438, -11.1171, 346.487, -131.107, 365.582, 108.942
7, 2700.00000, 7415.54, -2.2449E-005, 7415.54, -120, 7415.54, 120, 381.783, -12.4121, 380.604, -132.477, 399.809, 107.617
8, 0.00000, 7415.54, -2.36145E-005, 7415.54, -120, 7415.54, 120, 398.47, -12.1251, 399.948, -132.314, 416.079, 107.787
8, 900.00000, 7415.54, -2.37713E-005, 7415.54, -120, 7415.54, 120, 406.149, -12.5832, 403.953, -132.571, 422.276, 107.348
8, 1800.00000, 7415.54, -2.458E-005, 7415.54, -120, 7415.54, 120, 426.834, -13.1676, 420.776, -133.003, 439.117, 106.99
8, 2700.00000, 7415.54, -2.55808E-005, 7415.54, -120, 7415.54, 120, 439.666, -12.8001, 429.1, -132.481, 453.052, 107.306
9, 0.00000, 7415.54, -2.58251E-005, 7415.54, -120, 7415.54, 120, 451.978, -13.4457, 445.872, -133.385, 466.287, 106.605
9, 900.00000, 7415.54, -2.60381E-005, 7415.54, -120, 7415.54, 120, 461.233, -13.8666, 461.978, -133.971, 480.317, 106.048
9, 1800.00000, 7415.54, -2.6988E-005, 7415.54, -120, 7415.54, 120, 467.169, -13.0574, 469.396, -133.234, 487.712, 106.758
9, 2700.00000, 7415.54, -2.79288E-005, 7415.54, -120, 7415.54, 120, 505.362, -14.5941, 508.966, -134.697, 525.956, 105.369
10, 0.00000, 7415.54, -2.90683E-005, 7415.54, -120, 7415.54, 120, 539.755, -15.4494, 531.012, -135.262, 555.605, 104.577
10, 900.00000, 7415.54, -2.85875E-005, 7415.54, -120, 7415.54, 120, 509.224, -14.0611, 518.288, -134.239, 536.696, 105.708
10, 1800.00000, 7415.54, -2.84456E-005, 7415.54, -120, 7415.54, 120, 518.65, -14.8494, 527.441, -135.003, 542.67, 105.052
10, 2700.00000, 7415.54, -2.87238E-005, 7415.54, -120, 7415.54, 120, 529.01, -15.1817, 529.997, -135.198, 547.793, 104.866
11, 0.00000, 7415.54, -2.96105E-005, 7415.54, -120, 7415.54, 120, 531.235, -14.3066, 531.516, -134.338, 548.307, 105.728
11, 900.00000, 7415.54, -2.92633E-005, 7415.54, -120, 7415.54, 120, 541.223, -15.3202, 545.811, -135.451, 562.857, 104.628
11, 1800.00000, 7415.54, -3.05795E-005, 7415.54, -120, 7415.54, 120, 574.234, -15.8128, 575.816, -135.887, 600.084, 104.094
11, 2700.00000, 7415.54, -3.04046E-005, 7415.54, -120, 7415.54, 120, 558.932, -15.1221, 561.179, -135.21, 582.964, 104.744
12, 0.00000, 7415.54, -3.01762E-005, 7415.54, -120, 7415.54, 120, 571.465, -16.0813, 573.635, -136.19, 586.87, 104.037
12, 900.00000, 7415.54, -3.05667E-005, 7415.54, -120, 7415.54, 120, 580.853, -16.19, 579.086, -136.203, 596.044, 103.894
12, 1800.00000, 7415.54, -3.04759E-005, 7415.54, -120, 7415.54, 120, 578.408, -16.1508, 577.974, -136.19, 593.114, 103.945
12, 2700.00000, 7415.54, -3.07511E-005, 7415.54, -120, 7415.54, 120, 585.849, -16.2704, 588.222, -136.38, 604.985, 103.75
13, 0.00000, 7415.54, -3.11577E-005, 7415.54, -120, 7415.54, 120, 594.364, -16.3112, 596.728, -136.341, 610.621, 103.737
13, 900.00000, 7415.54, -3.15934E-005, 7415.54, -120, 7415.54, 120, 607.857, -16.5784, 603.788, -136.495, 616.778, 103.619
13, 1800.00000, 7415.54, -3.24779E-005, 7415.54, -120, 7415.54, 120, 630.159, -16.8387, 634.347, -136.884, 651.242, 103.15
13, 2700.00000, 7415.54, -3.2529E-005, 7415.54, -120, 7415.54, 120, 616.369, -16.1006, 622.173, -136.134, 641.092, 103.795
14, 0.00000, 7415.54, -3.13472E-005, 7415.54, -120, 7415.54, 120, 614.39, -17.1456, 623.995, -137.281, 640.222, 102.744
