hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 55.1221, -179.788, 54.8845, 179.826, 55.3667, 179.963, 0, 0
0, 1800.00000, 0.550943, 0.255139, 0.548364, -0.24429, 0.554412, -0.012089, 0, 0
0, 2700.00000, 0.550838, 0.24136, 0.548602, -0.235984, 0.554282, -0.00618724, 0, 0
1, 0.00000, 0.550872, 0.237684, 0.54861, -0.227463, 0.554236, -0.0111748, 0, 0
1, 900.00000, 0.551055, 0.225367, 0.548647, -0.195034, 0.554016, -0.0309654, 0, 0
1, 1800.00000, 0.551264, 0.274106, 0.548138, -0.218285, 0.554319, -0.0567013, 0, 0
1, 2700.00000, 0.551292, 0.276501, 0.54809, -0.21415, 0.554337, -0.0633831, 0, 0
2, 0.00000, 0.551118, 0.289598, 0.548045, -0.244861, 0.554564, -0.0453623, 0, 0
2, 900.00000, 0.550954, 0.264738, 0.54828, -0.242615, 0.554485, -0.0233071, 0, 0
2, 1800.00000, 0.550683, 0.277796, 0.548137, -0.278128, 0.554902, -0.000955206, 0, 0
2, 2700.00000, 0.550706, 0.291515, 0.548009, -0.289279, 0.555009, -0.00363637, 0, 0
3, 0.00000, 0.550659, 0.294124, 0.547968, -0.298829, 0.555095, 0.00307156, 0, 0
3, 900.00000, 0.550633, 0.292616, 0.547968, -0.299779, 0.555124, 0.00569613, 0, 0
3, 1800.00000, 0.550781, 0.25716, 0.548402, -0.2549, 0.554538, -0.00328351, 0, 0
3, 2700.00000, 0.550754, 0.275122, 0.548182, -0.273934, 0.554782, -0.00286048, 0, 0
4, 0.00000, 0.550702, 0.258708, 0.548353, -0.264103, 0.554665, 0.00414985, 0, 0
4, 900.00000, 0.550669, 0.258126, 0.548404, -0.263059, 0.554653, 0.00421213, 0, 0
4, 1800.00000, 0.550737, 0.265418, 0.548277, -0.266638, 0.554706, -5.90682E-005, 0, 0
4, 2700.00000, 0.550727, 0.261144, 0.548301, -0.265278, 0.55469, 0.00265373, 0, 0
5, 0.00000, 0.550697, 0.262488, 0.548284, -0.268327, 0.554738, 0.00443056, 0, 0
5, 900.00000, 0.550813, 0.272521, 0.548152, -0.266834, 0.554754, -0.00717809, 0, 0
5, 1800.00000, 0.550105, 0.208284, 0.549093, -0.277573, 0.554524, 0.0683367, 0, 0
5, 2700.00000, 0.550475, 0.242552, 0.548489, -0.273024, 0.554756, 0.0291569, 0, 0
6, 0.00000, 0.550582, 0.246596, 0.548356, -0.268151, 0.554782, 0.0202393, 0, 0
6, 900.00000, 0.550502, 0.233715, 0.548569, -0.267767, 0.55465, 0.0328741, 0, 0
6, 1800.00000, 0.550332, 0.246561, 0.548525, -0.296707, 0.554865, 0.0487631, 0, 0
6, 2700.00000, 0.55031, 0.254966, 0.548475, -0.304426, 0.554937, 0.0479443, 0, 0
7, 0.00000, 0.550295, 0.250637, 0.548507, -0.305816, 0.554921, 0.0537242, 0, 0
7, 900.00000, 0.550337, 0.253917, 0.548483, -0.301391, 0.554903, 0.0461264, 0, 0
7, 1800.00000, 0.550222, 0.242332, 0.548624, -0.301324, 0.554877, 0.0576415, 0, 0
7, 2700.00000, 0.55033, 0.239106, 0.548548, -0.287215, 0.554849, 0.0472208, 0, 0
8, 0.00000, 0.550417, 0.247098, 0.5484, -0.284739, 0.554906, 0.0362878, 0, 0
8, 900.00000, 0.550379, 0.232083, 0.548561, -0.278286, 0.55478, 0.0448119, 0, 0
8, 1800.00000, 0.550241, 0.232421, 0.54855, -0.287069, 0.55493, 0.0532318, 0, 0
8, 2700.00000, 0.550348, 0.226521, 0.548586, -0.272121, 0.554789, 0.0445324, 0, 0
9, 0.00000, 0.550052, 0.196452, 0.549229, -0.274741, 0.554439, 0.0773215, 0, 0
9, 900.00000, 0.550029, 0.190316, 0.549293, -0.272417, 0.554398, 0.0811332, 0, 0
9, 1800.00000, 0.550097, 0.221787, 0.548972, -0.296443, 0.55465, 0.0732555, 0, 0
9, 2700.00000, 0.549983, 0.196602, 0.549207, -0.278808, 0.554531, 0.0812239, 0, 0
10, 0.00000, 0.550276, 0.203261, 0.548819, -0.258063, 0.554622, 0.0534846, 0, 0
10, 900.00000, 0.550119, 0.194128, 0.548992, -0.263446, 0.554614, 0.0686729, 0, 0
10, 1800.00000, 0.550189, 0.221473, 0.548683, -0.284904, 0.554851, 0.0622004, 0, 0
10, 2700.00000, 0.550308, 0.226745, 0.548629, -0.280754, 0.554789, 0.0530792, 0, 0
11, 0.00000, 0.550511, 0.236261, 0.548473, -0.271223, 0.554736, 0.0336581, 0, 0
11, 900.00000, 0.550345, 0.229825, 0.548605, -0.280207, 0.554772, 0.0491588, 0, 0
11, 1800.00000, 0.550837, 0.212814, 0.548762, -0.221691, 0.55412, 0.00809059, 0, 0
