hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 3.79339, -179.918, 3.78553, 179.937, 3.79812, 179.982, 0, 0
0, 1800.00000, 0.0379338, 0.094049, 0.0378429, -0.0816666, 0.0379933, -0.0126058, 0, 0
0, 2700.00000, 0.0379329, 0.0805108, 0.0378553, -0.06635, 0.0379819, -0.0142311, 0, 0
1, 0.00000, 0.0379382, 0.0818367, 0.0378519, -0.0589704, 0.0379799, -0.0229827, 0, 0
1, 900.00000, 0.0379436, 0.0818582, 0.0378495, -0.0494583, 0.037977, -0.0324703, 0, 0
1, 1800.00000, 0.0379334, 0.0828249, 0.0378515, -0.065119, 0.0379852, -0.0178002, 0, 0
1, 2700.00000, 0.0379462, 0.0940576, 0.0378395, -0.0545311, 0.0379843, -0.0397119, 0, 0
2, 0.00000, 0.0379361, 0.106495, 0.0378357, -0.0825846, 0.0379984, -0.0238698, 0, 0
2, 900.00000, 0.03794, 0.102647, 0.037837, -0.0737653, 0.037993, -0.0290948, 0, 0
2, 1800.00000, 0.0379365, 0.107105, 0.0378324, -0.0852017, 0.0380012, -0.0221081, 0, 0
2, 2700.00000, 0.037939, 0.111158, 0.0378296, -0.0870221, 0.0380015, -0.0243529, 0, 0
3, 0.00000, 0.0379389, 0.103719, 0.0378326, -0.0821868, 0.0379986, -0.0217529, 0, 0
3, 900.00000, 0.0379396, 0.10509, 0.0378312, -0.0818016, 0.0379993, -0.0234964, 0, 0
3, 1800.00000, 0.0379464, 0.0875394, 0.0378465, -0.057288, 0.0379772, -0.0303568, 0, 0
3, 2700.00000, 0.0379439, 0.0996472, 0.0378367, -0.0711962, 0.0379893, -0.0287946, 0, 0
4, 0.00000, 0.0379427, 0.0936979, 0.037841, -0.0668224, 0.0379864, -0.0270519, 0, 0
4, 900.00000, 0.0379352, 0.0915143, 0.037845, -0.0722891, 0.03799, -0.0192127, 0, 0
4, 1800.00000, 0.0379413, 0.101398, 0.0378359, -0.0750152, 0.0379929, -0.0265926, 0, 0
4, 2700.00000, 0.0379413, 0.104777, 0.0378327, -0.0780786, 0.0379959, -0.0270258, 0, 0
5, 0.00000, 0.037942, 0.104233, 0.0378325, -0.076896, 0.0379955, -0.0276179, 0, 0
5, 900.00000, 0.0379461, 0.109458, 0.0378281, -0.0768671, 0.0379958, -0.0329066, 0, 0
5, 1800.00000, 0.0379208, 0.100834, 0.0378471, -0.101194, 0.0380022, 0.000202524, 0, 0
5, 2700.00000, 0.0379281, 0.103154, 0.0378354, -0.095039, 0.0380066, -0.00837847, 0, 0
6, 0.00000, 0.0379357, 0.110382, 0.037826, -0.0926843, 0.0380083, -0.017962, 0, 0
6, 900.00000, 0.0379323, 0.109764, 0.0378298, -0.0971006, 0.0380081, -0.0128957, 0, 0
6, 1800.00000, 0.0379304, 0.109397, 0.0378329, -0.102171, 0.0380069, -0.00747656, 0, 0
6, 2700.00000, 0.0379307, 0.114836, 0.0378298, -0.104196, 0.0380096, -0.0109265, 0, 0
7, 0.00000, 0.03793, 0.117105, 0.0378279, -0.10839, 0.0380122, -0.00899068, 0, 0
7, 900.00000, 0.037932, 0.113964, 0.0378302, -0.102916, 0.0380079, -0.0112542, 0, 0
7, 1800.00000, 0.037922, 0.0944922, 0.0378455, -0.0992158, 0.0380026, 0.0045208, 0, 0
7, 2700.00000, 0.037928, 0.101608, 0.0378364, -0.0967397, 0.0380058, -0.00490658, 0, 0
8, 0.00000, 0.0379298, 0.105416, 0.0378312, -0.0981887, 0.0380092, -0.00747271, 0, 0
8, 900.00000, 0.0379298, 0.10379, 0.0378333, -0.0981671, 0.038007, -0.0059007, 0, 0
8, 1800.00000, 0.037923, 0.0949078, 0.0378395, -0.0963742, 0.0380076, 0.00121935, 0, 0
8, 2700.00000, 0.0379283, 0.0916795, 0.0378397, -0.0872238, 0.0380022, -0.00454306, 0, 0
9, 0.00000, 0.0379158, 0.0829111, 0.0378612, -0.0955728, 0.0379932, 0.0125323, 0, 0
9, 900.00000, 0.037912, 0.0803597, 0.0378638, -0.0971787, 0.0379943, 0.0166814, 0, 0
9, 1800.00000, 0.0379042, 0.103109, 0.0378502, -0.12931, 0.0380157, 0.0258526, 0, 0
9, 2700.00000, 0.0378976, 0.0876053, 0.0378589, -0.120671, 0.0380137, 0.0328826, 0, 0
10, 0.00000, 0.0379122, 0.0904942, 0.0378423, -0.105308, 0.0380156, 0.0144964, 0, 0
10, 900.00000, 0.0379131, 0.0924104, 0.0378435, -0.105387, 0.0380137, 0.0129702, 0, 0
10, 1800.00000, 0.0379144, 0.102279, 0.037835, -0.114085, 0.0380208, 0.0115666, 0, 0
10, 2700.00000, 0.0379157, 0.101539, 0.0378351, -0.112103, 0.0380194, 0.0103862, 0, 0
11, 0.00000, 0.0379219, 0.102267, 0.0378331, -0.105999, 0.0380151, 0.00345972, 0, 0
11, 900.00000, 0.0379194, 0.104435, 0.0378322, -0.111454, 0.0380186, 0.00677149, 0, 0
11, 1800.00000, 0.0379217, 0.097987, 0.0378399, -0.0990486, 0.0380085, 0.000893163, 0, 0
11, 2700.00000, 0.0379105, 0.0891936, 0.0378546, -0.1028, 0.0380051, 0.0134381, 0, 0
12, 0.00000, 0.0379117, 0.0850721, 0.0378572, -0.0965543, 0.0380013, 0.0113261, 0, 0
12, 900.00000, 0.0379051, 0.0723758, 0.0378689, -0.0915238, 0.0379961, 0.019128, 0, 0
12, 1800.00000, 0.0379108, 0.0864033, 0.0378506, -0.0986625, 0.0380086, 0.0120367, 0, 0
12, 2700.00000, 0.0379147, 0.0698576, 0.0378589, -0.0811095, 0.0379966, 0.0112244, 0, 0
13, 0.00000, 0.0379143, 0.079633, 0.0378504, -0.093582, 0.0380054, 0.0137371, 0, 0
13, 900.00000, 0.0379169, 0.0634534, 0.0378628, -0.070896, 0.0379904, 0.00736259, 0, 0
13, 1800.00000, 0.0379024, 0.0685723, 0.0378643, -0.0892821, 0.0380034, 0.0205605, 0, 0
13, 2700.00000, 0.0378962, 0.0685023, 0.0378686, -0.0978759, 0.0380054, 0.0292358, 0, 0
14, 0.00000, 0.0379035, 0.0632878, 0.0378718, -0.0805133, 0.0379949, 0.0174154, 0, 0
14, 900.00000, 0.0379022, 0.0443334, 0.0378865, -0.0638086, 0.0379814, 0.0193927, 0, 0
14, 1800.00000, 0.0379014, 0.0503873, 0.0378837, -0.0704136, 0.0379851, 0.0201655, 0, 0
14, 2700.00000, 0.0378971, 0.0405535, 0.0378929, -0.0684688, 0.0379802, 0.0280264, 0, 0
15, 0.00000, 0.0379027, 0.0452156, 0.0378902, -0.0669197, 0.0379773, 0.0219186, 0, 0
15, 900.00000, 0.0379096, 0.0440429, 0.0378849, -0.0576188, 0.0379757, 0.0136986, 0, 0
15, 1800.00000, 0.0379099, 0.0501037, 0.0378805, -0.0637811, 0.0379798, 0.0137695, 0, 0
15, 2700.00000, 0.037911, 0.0497654, 0.0378798, -0.0637146, 0.0379794, 0.0139486, 0, 0
16, 0.00000, 0.0379082, 0.0460904, 0.037883, -0.0631239, 0.0379788, 0.0169655, 0, 0
16, 900.00000, 0.0379144, 0.0576017, 0.0378782, -0.0612186, 0.0379775, 0.00375539, 0, 0
16, 1800.00000, 0.0379032, 0.0413067, 0.037892, -0.0612274, 0.037975, 0.0200634, 0, 0
16, 2700.00000, 0.0379085, 0.064036, 0.0378767, -0.0758233, 0.0379849, 0.0117833, 0, 0
17, 0.00000, 0.037904, 0.0584456, 0.0378819, -0.0769701, 0.0379841, 0.0185239, 0, 0
17, 900.00000, 0.0379122, 0.0662164, 0.0378764, -0.0742708, 0.0379813, 0.00783121, 0, 0
17, 1800.00000, 0.0379024, 0.0506333, 0.0378887, -0.0744472, 0.037979, 0.0237941, 0, 0
17, 2700.00000, 0.0379045, 0.0444935, 0.0378909, -0.0683113, 0.0379746, 0.0236884, 0, 0
18, 0.00000, 0.0379024, 0.0555191, 0.0378839, -0.0810644, 0.0379838, 0.0254353, 0, 0
18, 900.00000, 0.0378999, 0.052303, 0.0378834, -0.0791923, 0.0379867, 0.0266824, 0, 0
18, 1800.00000, 0.0379099, 0.0457501, 0.0378844, -0.0659963, 0.0379756, 0.0200169, 0, 0
18, 2700.00000, 0.037915, 0.0463338, 0.0378826, -0.0568377, 0.0379723, 0.0100642, 0, 0
19, 0.00000, 0.0379151, 0.04043, 0.0378868, -0.0540023, 0.0379681, 0.0134665, 0, 0
19, 900.00000, 0.0379165, 0.0426301, 0.0378867, -0.0512522, 0.0379667, 0.00845236, 0, 0
19, 1800.00000, 0.0379074, 0.0466654, 0.037889, -0.065622, 0.0379736, 0.0189043, 0, 0
19, 2700.00000, 0.0379018, 0.0354538, 0.0378941, -0.0660369, 0.037974, 0.0303474, 0, 0
20, 0.00000, 0.0379077, 0.0538072, 0.0378828, -0.0772747, 0.0379796, 0.023311, 0, 0
20, 900.00000, 0.0379105, 0.0505331, 0.0378834, -0.0669855, 0.0379761, 0.0163597, 0, 0
20, 1800.00000, 0.0379114, 0.0484506, 0.0378849, -0.0682418, 0.0379737, 0.0197658, 0, 0
20, 2700.00000, 0.0379226, 0.0663274, 0.0378726, -0.0628093, 0.0379748, -0.00362327, 0, 0
21, 0.00000, 0.0379141, 0.0807775, 0.0378666, -0.0888577, 0.0379893, 0.00790949, 0, 0
21, 900.00000, 0.0379253, 0.0949684, 0.0378529, -0.0858502, 0.0379918, -0.00943152, 0, 0
21, 1800.00000, 0.0379148, 0.0804692, 0.0378667, -0.0868149, 0.0379886, 0.00621031, 0, 0
21, 2700.00000, 0.0379226, 0.102229, 0.03785, -0.0951379, 0.0379975, -0.007269, 0, 0
22, 0.00000, 0.0379146, 0.0741725, 0.0378681, -0.0894423, 0.0379875, 0.0154607, 0, 0
22, 900.00000, 0.0379111, 0.0679311, 0.0378706, -0.0873639, 0.0379884, 0.0193401, 0, 0
22, 1800.00000, 0.0379098, 0.062339, 0.0378736, -0.0840956, 0.0379867, 0.0216533, 0, 0
22, 2700.00000, 0.0379101, 0.0546692, 0.0378781, -0.0757565, 0.0379817, 0.0208153, 0, 0
23, 0.00000, 0.037903, 0.0521632, 0.0378804, -0.0800269, 0.0379867, 0.0277204, 0, 0
23, 900.00000, 0.0379201, 0.0920065, 0.037855, -0.0899782, 0.037995, -0.00218694, 0, 0
23, 1800.00000, 0.0379106, 0.070552, 0.0378678, -0.0834742, 0.0379917, 0.012782, 0, 0
23, 2700.00000, 0.0379056, 0.070533, 0.0378674, -0.0919644, 0.0379971, 0.0212619, 0, 0
24, 0.00000, 0.0379159, 0.0577246, 0.0378713, -0.0604756, 0.0379828, 0.0026672, 0, 0
