hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.53, -4.86145E-005, 7415.53, -120, 7415.53, 120, 940.649, -16.7599, 985.569, -137.574, 928.124, 103.866
0, 1800.00000, 7415.53, -4.92036E-005, 7415.53, -120, 7415.53, 120, 960.049, -17.0161, 1012.15, -137.921, 935.869, 103.761
0, 2700.00000, 7415.53, -4.78651E-005, 7415.53, -120, 7415.53, 120, 936.872, -17.1113, 978.707, -137.8, 920.029, 103.737
1, 0.00000, 7415.53, -4.73384E-005, 7415.53, -120, 7415.53, 120, 935.456, -17.399, 976.861, -138.121, 910.685, 103.589
1, 900.00000, 7415.53, -4.59557E-005, 7415.53, -120, 7415.53, 120, 912.553, -17.5437, 942.168, -138.443, 878.458, 103.41
1, 1800.00000, 7415.53, -4.42318E-005, 7415.53, -120, 7415.53, 120, 879.085, -17.5691, 920.042, -138.535, 851.26, 103.537
1, 2700.00000, 7415.53, -4.36123E-005, 7415.53, -120, 7415.53, 120, 876.835, -17.9096, 905.658, -139.089, 855.796, 103.326
2, 0.00000, 7415.53, -4.22471E-005, 7415.53, -120, 7415.53, 120, 854.288, -18.0772, 888.51, -139.056, 824.859, 103.112
2, 900.00000, 7415.53, -4.18867E-005, 7415.53, -120, 7415.53, 120, 858.21, -18.4565, 887.003, -139.366, 822.045, 102.574
2, 1800.00000, 7415.53, -4.14305E-005, 7415.53, -120, 7415.53, 120, 855.416, -18.6754, 888.759, -139.613, 808.956, 102.634
2, 2700.00000, 7415.53, -4.10648E-005, 7415.53, -120, 7415.53, 120, 853.813, -18.8726, 888.761, -139.801, 801.332, 102.46
3, 0.00000, 7415.53, -4.07467E-005, 7415.53, -120, 7415.53, 120, 850.696, -18.988, 888.633, -139.906, 796.761, 102.279
3, 900.00000, 7415.53, -4.04973E-005, 7415.53, -120, 7415.53, 120, 846.747, -19.0294, 888.678, -140.009, 800.16, 102.276
3, 1800.00000, 7415.53, -3.9888E-005, 7415.53, -120, 7415.53, 120, 826.225, -18.766, 873.78, -139.766, 797.004, 102.232
3, 2700.00000, 7415.53, -4.00364E-005, 7415.53, -120, 7415.53, 120, 839.854, -19.1204, 883.047, -139.97, 800.736, 102.07
4, 0.00000, 7415.53, -4.02705E-005, 7415.53, -120, 7415.53, 120, 844.305, -19.1054, 883.541, -139.955, 804.707, 102.089
4, 900.00000, 7415.53, -3.98866E-005, 7415.53, -120, 7415.53, 120, 831.12, -18.9332, 868.964, -139.764, 793.678, 102.311
4, 1800.00000, 7415.53, -4.02666E-005, 7415.53, -120, 7415.53, 120, 850.91, -19.3237, 895.091, -140.172, 813.427, 101.863
4, 2700.00000, 7415.53, -4.06155E-005, 7415.53, -120, 7415.53, 120, 860.126, -19.3828, 904.594, -140.288, 824.069, 101.753
5, 0.00000, 7415.53, -4.06392E-005, 7415.53, -120, 7415.53, 120, 865.453, -19.5359, 907.847, -140.397, 826.338, 101.655
5, 900.00000, 7415.53, -4.07797E-005, 7415.53, -120, 7415.53, 120, 871.285, -19.6249, 917.041, -140.539, 833.957, 101.496
5, 1800.00000, 7415.53, -4.38291E-005, 7415.53, -120, 7415.53, 120, 888.059, -18.136, 909.226, -137.919, 822.438, 103.57
5, 2700.00000, 7415.53, -4.28917E-005, 7415.53, -120, 7415.53, 120, 900.513, -19.1448, 926.672, -139.595, 831.628, 102.623
6, 0.00000, 7415.53, -4.26556E-005, 7415.53, -120, 7415.53, 120, 898.761, -19.2437, 926.527, -139.948, 827.886, 102.524
6, 900.00000, 7415.53, -4.2784E-005, 7415.53, -120, 7415.53, 120, 900.509, -19.2144, 929.545, -139.771, 833.094, 102.528
6, 1800.00000, 7415.53, -4.3768E-005, 7415.53, -120, 7415.53, 120, 898.936, -18.5265, 937.651, -139.084, 838.916, 102.967
6, 2700.00000, 7415.53, -4.35527E-005, 7415.53, -120, 7415.53, 120, 906.326, -18.8977, 949.151, -139.514, 849.474, 102.249
7, 0.00000, 7415.53, -4.47129E-005, 7415.53, -120, 7415.53, 120, 915.006, -18.4226, 957.954, -139.066, 858.929, 102.636
7, 900.00000, 7415.53, -4.40851E-005, 7415.53, -120, 7415.53, 120, 907.987, -18.6063, 950.882, -139.217, 854.599, 102.563
7, 1800.00000, 7415.53, -4.48092E-005, 7415.53, -120, 7415.53, 120, 909.789, -18.196, 947.258, -138.695, 854.346, 102.945
7, 2700.00000, 7415.53, -4.50015E-005, 7415.53, -120, 7415.53, 120, 900.367, -17.7668, 938.002, -138.567, 844.449, 103.551
8, 0.00000, 7415.53, -4.43142E-005, 7415.53, -120, 7415.53, 120, 895.559, -18.0606, 937.503, -138.941, 840.948, 103.173
8, 900.00000, 7415.53, -4.48492E-005, 7415.53, -120, 7415.53, 120, 910.27, -18.1854, 957.752, -139.102, 863.633, 102.587
8, 1800.00000, 7415.53, -4.48533E-005, 7415.53, -120, 7415.53, 120, 932.869, -18.8823, 970.084, -139.706, 879.08, 102.123
