hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 6975.42, 16.7598, 7308.52, 17.5739, 6882.53, 16.1342
0, 1800.00000, 7119.27, 17.0161, 7505.66, 17.9207, 6939.96, 16.2389
0, 2700.00000, 6947.41, 17.1113, 7257.64, 17.8003, 6822.5, 16.2633
1, 0.00000, 6936.9, 17.399, 7243.95, 18.1205, 6753.22, 16.4108
1, 900.00000, 6767.06, 17.5436, 6986.68, 18.4429, 6514.24, 16.5902
1, 1800.00000, 6518.88, 17.569, 6822.6, 18.5348, 6312.55, 16.4631
1, 2700.00000, 6502.2, 17.9096, 6715.94, 19.0889, 6346.18, 16.6741
2, 0.00000, 6335, 18.0772, 6588.77, 19.0559, 6116.77, 16.8876
2, 900.00000, 6364.09, 18.4565, 6577.6, 19.3658, 6095.9, 17.4264
2, 1800.00000, 6343.36, 18.6753, 6590.62, 19.6131, 5998.84, 17.3662
2, 2700.00000, 6331.48, 18.8725, 6590.63, 19.8013, 5942.31, 17.5404
3, 0.00000, 6308.36, 18.9879, 6589.69, 19.9057, 5908.41, 17.7208
3, 900.00000, 6279.08, 19.0293, 6590.02, 20.0092, 5933.61, 17.7235
3, 1800.00000, 6126.9, 18.766, 6479.55, 19.7655, 5910.21, 17.7684
3, 2700.00000, 6227.97, 19.1203, 6548.26, 19.9695, 5937.89, 17.9297
4, 0.00000, 6260.98, 19.1053, 6551.93, 19.9553, 5967.33, 17.9112
4, 900.00000, 6163.2, 18.9332, 6443.83, 19.7638, 5885.55, 17.6895
4, 1800.00000, 6309.95, 19.3237, 6637.58, 20.1715, 6032, 18.1368
4, 2700.00000, 6378.3, 19.3828, 6708.05, 20.2884, 6110.91, 18.247
5, 0.00000, 6417.79, 19.5359, 6732.17, 20.3972, 6127.74, 18.3451
5, 900.00000, 6461.05, 19.6248, 6800.35, 20.539, 6184.24, 18.504
5, 1800.00000, 6585.43, 18.136, 6742.4, 17.919, 6098.82, 16.4303
5, 2700.00000, 6677.78, 19.1447, 6871.77, 19.5954, 6166.96, 17.3775
6, 0.00000, 6664.79, 19.2436, 6870.69, 19.9478, 6139.21, 17.4764
6, 900.00000, 6677.75, 19.2143, 6893.07, 19.7714, 6177.84, 17.4717
6, 1800.00000, 6666.09, 18.5264, 6953.18, 19.0837, 6221.01, 17.0332
6, 2700.00000, 6720.89, 18.8976, 7038.46, 19.5138, 6299.3, 17.7505
7, 0.00000, 6785.25, 18.4226, 7103.74, 19.0662, 6369.42, 17.3641
7, 900.00000, 6733.21, 18.6062, 7051.3, 19.217, 6337.31, 17.4368
7, 1800.00000, 6746.57, 18.196, 7024.43, 18.6954, 6335.43, 17.0552
7, 2700.00000, 6676.7, 17.7667, 6955.79, 18.5669, 6262.04, 16.4488
8, 0.00000, 6641.05, 18.0606, 6952.09, 18.9412, 6236.08, 16.8267
8, 900.00000, 6750.13, 18.1854, 7102.24, 19.1017, 6404.3, 17.413
8, 1800.00000, 6917.72, 18.8823, 7193.69, 19.7063, 6518.84, 17.8766
8, 2700.00000, 6857.57, 18.9424, 7109.03, 19.8299, 6472.94, 17.9138
9, 0.00000, 6840.74, 17.4207, 7048.93, 17.6663, 6514.27, 16.5889
9, 900.00000, 6790.28, 16.8398, 6967.42, 16.9729, 6430.75, 15.8324
9, 1800.00000, 7106.72, 17.5103, 7397.02, 17.5906, 6782.86, 16.5369
9, 2700.00000, 6951.29, 17.667, 7108.48, 17.6526, 6540.95, 16.4803
10, 0.00000, 7172.25, 19.1087, 7285.35, 19.7422, 6716.58, 17.9819
10, 900.00000, 7085.22, 19.057, 7205.44, 19.4693, 6664.6, 17.8623
10, 1800.00000, 6876.85, 18.569, 7099.85, 19.2981, 6461.01, 17.4382
10, 2700.00000, 6862.78, 18.4814, 7073, 19.2608, 6411.59, 17.3697
11, 0.00000, 6839.73, 18.9542, 7130.54, 19.8931, 6459.78, 17.9332
11, 900.00000, 6702.84, 18.5777, 6994.05, 19.5972, 6346, 17.7102
11, 1800.00000, 6439.36, 17.9349, 6763.69, 19.137, 6261.12, 17.404
11, 2700.00000, 6488.08, 17.2952, 6743.42, 17.9276, 6279.84, 16.7325
12, 0.00000, 6446.92, 17.2476, 6679.52, 17.7651, 6251.98, 16.6061
12, 900.00000, 6447.05, 17.0001, 6610.91, 17.1949, 6215.78, 16.1452
12, 1800.00000, 6442.32, 17.7689, 6636.94, 18.5089, 6211.57, 17.0226
12, 2700.00000, 6389.86, 17.8528, 6542.81, 18.6356, 6162.65, 17.0926
13, 0.00000, 6489.66, 18.1352, 6710.98, 19.0619, 6202.16, 17.4064
13, 900.00000, 6411.54, 17.9195, 6473.31, 18.6335, 6143.8, 17.1523
13, 1800.00000, 6570.96, 17.4576, 6541.01, 17.9559, 6146.03, 16.4304
13, 2700.00000, 6522, 16.9939, 6513.3, 17.2478, 6135.32, 15.9941
14, 0.00000, 6353.69, 16.7939, 6312.79, 17.1158, 6063.14, 16.015
14, 900.00000, 6433.71, 17.1434, 6283.42, 17.1316, 6187.88, 16.3926
14, 1800.00000, 6312.32, 17.0313, 6189.14, 17.045, 6033.43, 16.2521
14, 2700.00000, 6215.26, 16.7942, 6131.77, 16.7944, 6001.34, 15.9858
15, 0.00000, 6073.68, 16.4917, 6011.15, 16.4642, 5888.14, 15.7094
15, 900.00000, 5907.34, 16.8071, 5941.91, 17.3594, 5718.85, 16.068
15, 1800.00000, 5824.42, 16.5556, 5862.9, 17.0707, 5666.55, 15.7806
15, 2700.00000, 5804.01, 16.2838, 5843.58, 16.9448, 5636.31, 15.6901
16, 0.00000, 5804.99, 16.3888, 5887.05, 16.9789, 5638.18, 15.4813
16, 900.00000, 5710.56, 15.9389, 5782.84, 16.3021, 5594.31, 15.0552
16, 1800.00000, 5721.16, 15.7888, 5740.8, 15.9577, 5559.85, 14.8597
16, 2700.00000, 5632.35, 15.4529, 5710.03, 15.704, 5481.31, 14.6184
17, 0.00000, 5608.47, 15.276, 5689.38, 15.5281, 5496.73, 14.6176
17, 900.00000, 5722.58, 14.9268, 5831.33, 15.3644, 5659.42, 14.5469
17, 1800.00000, 5761.36, 14.2227, 5823.97, 14.654, 5683.2, 14.0768
17, 2700.00000, 5867.93, 13.5026, 5872.01, 13.8701, 5806.69, 13.4039
18, 0.00000, 5967.23, 13.2524, 5996.28, 13.5001, 5900.39, 12.9508
18, 900.00000, 6011.48, 13.4081, 6005.64, 13.8948, 5887.95, 13.0555
18, 1800.00000, 6119.48, 12.9947, 6175.35, 13.4957, 5983.85, 12.9383
18, 2700.00000, 6262.43, 13.5974, 6291.48, 14.1278, 6162.3, 13.4884
19, 0.00000, 6462.91, 13.6247, 6539.78, 14.1642, 6422.52, 13.6995
19, 900.00000, 6556.71, 13.677, 6548.47, 14.124, 6441.97, 13.6348
19, 1800.00000, 6406.95, 13.3422, 6478.54, 13.804, 6291.82, 13.2569
19, 2700.00000, 6541.55, 13.4754, 6557.38, 13.9082, 6362.1, 13.3768
20, 0.00000, 6873.22, 14.0202, 6925.39, 14.2552, 6762.99, 13.997
20, 900.00000, 6965.43, 14.1626, 6968.14, 14.3562, 6874.24, 14.0649
20, 1800.00000, 6808.4, 14.1324, 6908.08, 14.4882, 6785.33, 14.1651
20, 2700.00000, 6848.19, 14.205, 6965.74, 14.6469, 6857.97, 14.0901
21, 0.00000, 6969.95, 14.3435, 7207.19, 14.7759, 7037.35, 14.3052
21, 900.00000, 7058.42, 14.3432, 7305.78, 14.8535, 7123.76, 14.2652
21, 1800.00000, 7096.28, 14.7774, 7263.87, 14.9164, 7151.12, 14.6703
21, 2700.00000, 7133.79, 14.6681, 7310.46, 15.1651, 7160.84, 14.5648
22, 0.00000, 7014.38, 14.4666, 7208.86, 15.0975, 7033.69, 14.6363
22, 900.00000, 7017.5, 14.6914, 7137.02, 15.2149, 6908.67, 14.6861
22, 1800.00000, 6861.89, 14.9882, 6995.31, 15.6188, 6746.22, 14.9908
22, 2700.00000, 6946.34, 14.9752, 7044.03, 15.6333, 6843.41, 14.8909
23, 0.00000, 7101.34, 15.3031, 7141.44, 15.9345, 6940.78, 15.1943
23, 900.00000, 7020.22, 15.4996, 7278.08, 16.0218, 6918.87, 15.2349
23, 1800.00000, 7066.88, 15.6441, 7212.96, 16.287, 6940.12, 15.2875
23, 2700.00000, 7124.3, 15.6183, 7324.8, 16.0834, 7018.17, 14.9976
24, 0.00000, 7147.25, 15.7954, 7376.31, 16.3273, 7161.66, 15.189
