bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State
239289,0,1138,30944.0,30-60%,,3,Cold,"MT, Butte-Silver Bow Balance",G3000930,,3 or 4 Unit,2,Electricity,75F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,30000-34999,3,50%,96%,Occupied,Electric Premium,Electricity,9.12,0.0,46.6,0,50,15976.476319368525,453.9670876967722,0.0,0.0,1989.3664243290443,22220.941611528066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22220.941611528066,7868.0,56060.0,6111.0,6.8436,14.3664,9.608,36.492,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
239542,0,3310,42184.0,60-80%,,3,Cold,In another census Place,G3000490,,Single-Family Detached,1,Natural Gas,70F,Yes,3F,Night -3h,"Room AC, EER 10.7",<10% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,40000-44999,1,50%,91%,Occupied,Natural Gas Standard,Natural Gas,2.15,0.0,90.21,0,40,0.0,1144.4425290225277,0.0,0.0,0.0,3676.576575310528,0.0,0.0,0.0,0.0,46445.31705875343,0.0,2222.944067256305,49473.62042684301,0.0,0.0,0.0,0.0,53150.19700215354,357.0,150333.0,2122.0,1.2107,1.5793,2.234,88.359,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
240042,0,3310,270137.0,150%+,,4,Cold,Not in a census Place,G3000310,,Single-Family Detached,2,Natural Gas,75F,Yes,6F,Night -5h,,,,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,200000+,4,50%,91%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,88.69,0,40,0.0,1220.347936197133,0.0,0.0,0.0,7917.314960702583,0.0,0.0,0.0,0.0,48612.87069374719,0.0,4603.267299195095,54080.99072102051,0.0,0.0,0.0,0.0,61998.3056817231,0.0,156842.0,8262.0,3.9101,4.832199999999999,0.0,92.195,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
240641,0,2179,74877.0,120-150%,,4,Cold,Not in a census Place,G3000290,,Single-Family Detached,1,Natural Gas,70F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,70000-79999,2,200%,91%,Occupied,Natural Gas Standard,Natural Gas,10.08,0.0,21.33,0,40,0.0,333.8079489261611,0.0,0.0,0.0,8573.79415788836,0.0,0.0,0.0,0.0,13823.576237883375,0.0,7926.693234948095,21750.269472831475,0.0,0.0,0.0,0.0,30324.06363071984,5038.0,44766.0,17153.0,7.7826,7.399100000000001,9.17,22.385,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
241842,0,1228,74751.0,150%+,,3,Cold,Not in a census Place,G3000290,,Single-Family Detached,1,Natural Gas,68F,No,0F,,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,70000-79999,1,200%,91%,Occupied,Natural Gas Standard,Natural Gas,12.26,0.0,68.44,0,40,0.0,1143.563315812011,0.0,0.0,0.0,9060.878276514595,0.0,0.0,0.0,0.0,41080.651119250906,0.0,4651.037883633167,45731.68900288407,0.0,0.0,0.0,0.0,54792.56727939867,9496.0,116032.0,8347.0,16.6331,17.2286,14.769,72.891,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
241858,0,1698,149501.0,150%+,,3,Cold,In another census Place,G3000270,,Single-Family Detached,1,Natural Gas,70F,Yes,6F,Night +2h,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,140000-159999,2,50%,91%,Occupied,Natural Gas Standard,Natural Gas,1.78,0.0,21.54,0,40,0.0,225.9577951027833,0.0,0.0,0.0,5905.67513504045,0.0,0.0,0.0,0.0,9092.236881023022,0.0,3318.443727560072,18585.98112818199,0.0,0.0,0.0,0.0,24491.65626322244,2500.0,29378.0,4451.0,5.390899999999999,5.6904,2.984,23.547,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
241924,0,1228,55104.0,80-100%,,3,Cold,Not in a census Place,G3000310,,Single-Family Detached,1,Natural Gas,65F,Yes,3F,Night,,,,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,50000-59999,2,100%,91%,Occupied,Natural Gas Premium,Natural Gas,0.0,0.0,73.57,0,40,0.0,665.8574714312888,0.0,0.0,0.0,4904.544359332139,0.0,0.0,0.0,0.0,26531.430911621104,0.0,4254.51272569015,31691.533244143426,0.0,0.0,0.0,0.0,36596.07760347556,0.0,85944.0,9207.0,6.367,6.6158,0.0,73.45,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
242234,0,1207,108692.0,150%+,,3,Cold,In another census Place,G3000290,,Single-Family Attached,2,Natural Gas,70F,Yes,6F,Night -2h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,100000-119999,2,100%,79%,Occupied,Electric Standard,Electricity,11.29,0.0,30.13,0,50,0.0,454.5532298371167,0.0,0.0,2522.1696299021446,8849.867105990594,0.0,0.0,0.0,0.0,16315.559547557785,0.0,0.0,17096.593949566755,0.0,0.0,0.0,0.0,25946.46105555735,15629.0,45806.0,7509.0,8.0033,8.3117,12.001,33.052,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
242343,0,3310,108692.0,150%+,,3,Cold,In another census Place,G3000630,,Single-Family Detached,2,Other Fuel,68F,No,0F,,"Room AC, EER 12.0",<10% Conditioned,Room AC,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,100000-119999,2,50%,91%,Occupied,Electric Tankless,Electricity,2.33,0.0,80.3,0,0,0.0,0.0,0.0,0.0,1531.5894127200334,7927.279377088439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.9108468525055,8578.190223940945,1780.0,130846.0,4758.0,10.5853,11.3037,3.241,63.117,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
242925,0,2179,149501.0,150%+,,4,Cold,Not in a census Place,G3000630,,Single-Family Detached,1,Natural Gas,72F,Yes,3F,Night -5h,,,,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,140000-159999,4,100%,91%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,47.74,0,40,0.0,802.7216612017166,0.0,0.0,0.0,9047.690078356844,0.0,0.0,0.0,0.0,28649.748606825928,0.0,7538.3740669699,36188.12267379583,0.0,0.0,0.0,0.0,45235.81275215267,0.0,80856.0,16344.000000000002,8.1062,9.0422,0.0,43.071,Metadata_MT_Residential_MT_baseline_metadata_and_annual_results.csv,MT
