Source_File,State,Matched_Buildings,Tolerance
res_314.parquet,MT,"[34599, 36710, 43052, 44088, 48833, 59118, 61842, 73994, 76359, 90560, 101078, 108490, 111252, 112553, 118112, 121727, 130936, 140947, 152998, 156064, 157373, 164151, 165478, 167944, 182535, 186151, 210687, 211153, 213745, 214098, 216000, 217379, 240641, 242234, 249482, 283073, 303704, 308136, 315381, 317533, 331303, 335422, 344652, 353253, 361644, 393831, 399269, 404634, 406640, 408049, 416336, 427686, 443477, 447591, 453058, 454505, 454715, 455963, 488832, 513565, 519214, 523599, 524525, 524708, 525637, 528576, 539925, 548907]",35
res_317.parquet,MT,"[106657, 538267]",10
res_318.parquet,MT,"[119460, 543184]",10
res_319.parquet,MT,"[439711, 475383]",10
res_324.parquet,MT,"[3760, 9222, 13375, 20815, 29336, 32839, 43358, 44653, 56402, 59346, 65660, 128693, 131145, 140818, 224432, 266112, 302046, 308825, 312091, 312679, 316937, 321836, 325203, 327218, 343215, 388929, 412039, 434846, 454091, 456181, 472451, 483112, 523854, 535419, 538267, 543717]",15
res_325.parquet,MT,"[20054, 40822, 105405, 223633, 235894, 251857, 326872, 330245, 335035]",25
res_327.parquet,MT,"[68676, 169549]",10
res_33.parquet,MT,[162253],5
res_331.parquet,MT,"[50466, 64578, 152565, 187946, 195116, 228980, 240042, 276922, 286079, 345764, 345899, 422792, 516369]",10
res_332.parquet,MT,"[144067, 427948]",30
res_334.parquet,MT,"[134970, 216487, 256192, 276973]",5
res_339.parquet,MT,[237138],5
res_340.parquet,MT,"[252435, 350661, 358176, 492902, 505850]",5
res_344.parquet,MT,"[64084, 208538, 215932, 458539]",25
res_35.parquet,MT,"[2684, 27108, 29367, 58786, 64092, 71895, 113471, 145700, 147259, 150255, 201491, 211306, 229823, 233769, 241858, 244205, 251825, 274969, 303731, 309234, 315501, 350403, 361356, 367875, 427260, 435341, 519844]",15
res_350.parquet,MT,"[483905, 492793]",10
res_354.parquet,MT,[20806],15
res_355.parquet,MT,"[117464, 153908]",10
res_356.parquet,MT,"[269841, 454507, 467217, 544168]",10
res_357.parquet,MT,"[44732, 202373, 338150, 358788, 406129, 475383]",10
res_362.parquet,MT,"[42104, 46037, 106657, 134544, 144694, 153945, 406029, 518994]",15
res_363.parquet,MT,"[1403, 28314, 31500, 34599, 37490, 41709, 42443, 57347, 59118, 62548, 63328, 64084, 66977, 73994, 87541, 88623, 92195, 93869, 111252, 130936, 143261, 143709, 155028, 158072, 159510, 164151, 164182, 175578, 202377, 208538, 210194, 212024, 215932, 217379, 226832, 227544, 235368, 238697, 242925, 244421, 260961, 267760, 277210, 277309, 280693, 282869, 283073, 288603, 293470, 311190, 327595, 327686, 331937, 343012, 344718, 379077, 399269, 403636, 404634, 404713, 407406, 416336, 421586, 427310, 448131, 451045, 451931, 453058, 454505, 458539, 475326, 477816, 487485, 490055, 499681, 524525, 545718, 546357]",15
res_371.parquet,MT,"[6067, 90553, 189311, 261038, 431193]",25
res_373.parquet,MT,"[2498, 4605, 139999, 210978, 486243, 520452, 520607]",15
res_377.parquet,MT,"[66997, 185745, 208086, 278604, 392513, 466189]",10
res_38.parquet,MT,"[13693, 313289]",5
res_380.parquet,MT,"[301, 9275, 26775, 32451, 56000, 64056, 76376, 85763, 87948, 121985, 229601, 262579, 372207, 377168, 506438, 530139, 549539]",15
res_384.parquet,MT,"[225795, 276587, 438998]",10
res_39.parquet,MT,"[369897, 490684]",5
res_391.parquet,MT,"[39658, 48833, 61842, 62256, 101078, 107701, 137877, 169980, 189550, 199784, 203399, 210687, 229685, 246638, 306289, 310402, 334052, 335422, 341425, 342072, 346754, 353253, 365944, 377150, 385302, 443477, 459389, 497167, 501241, 512644, 513565, 525637]",30
res_393.parquet,MT,"[12086, 50257, 87365, 105900, 121812, 131164, 158039, 164060, 167200, 173774, 182543, 184066, 203702, 306909, 335229, 384762, 387501, 424490, 501497, 530284, 537120]",10
res_394.parquet,MT,"[326339, 341674]",10
res_396.parquet,MT,"[153454, 249373, 255145, 278296, 339121, 547866]",10
res_4.parquet,MT,"[77846, 124799, 126144, 229216, 241924, 258130, 335229, 341617, 533148]",5
res_40.parquet,MT,"[16610, 403956, 500793]",10
res_401.parquet,MT,[154367],5
res_406.parquet,MT,[124374],30
res_407.parquet,MT,[42376],15
res_408.parquet,MT,[486032],10
res_409.parquet,MT,"[9318, 136309, 279107, 429139]",20
res_41.parquet,MT,"[68676, 169549]",10
res_411.parquet,MT,"[21716, 108490, 183427]",20
res_414.parquet,MT,"[19356, 124863, 182480, 201877, 359999]",10
res_416.parquet,MT,"[14800, 149272, 155191, 214774, 270090, 454222, 461518, 544992]",15
res_418.parquet,MT,"[93871, 424723]",20
res_419.parquet,MT,[424723],30
res_421.parquet,MT,"[21944, 43604, 46996, 78745, 96263, 98207, 115810, 118797, 126146, 174071, 195538, 242343, 252620, 262114, 267613, 268443, 284066, 290349, 302989, 309133, 316876, 337190, 344751, 365710, 385893, 386807, 394490, 395319, 396530, 401489, 415757, 423918, 440505, 461886, 464253, 492040, 513770, 514429, 526430, 541502]",15
res_426.parquet,MT,"[24299, 116645, 449002, 482981]",25
