Source_File,State,Matched_Buildings,Tolerance
com_13368.parquet,MT,"[184313, 184579, 184581, 184694, 184840]",20.0
com_13372.parquet,MT,"[184397, 184456]",35.0
com_13379.parquet,MT,"[184173, 184372, 184436, 184863]",20.0
com_13382.parquet,MT,"[184444, 184617]",20.0
com_13386.parquet,MT,"[184411, 184438, 184889]",25.0
com_13391.parquet,MT,"[184297, 184575]",25.0
com_13393.parquet,MT,"[184391, 184596, 184883, 184894]",45.0
com_13395.parquet,MT,"[184157, 184735, 184954]",35.0
com_13397.parquet,MT,"[184581, 184840]",20.0
com_13398.parquet,MT,[184823],35.0
com_13400.parquet,MT,[184772],30.0
com_13401.parquet,MT,[184654],15.0
com_13404.parquet,MT,[184896],30.0
com_13406.parquet,MT,"[184184, 184705]",15.0
com_13410.parquet,MT,"[184285, 184358, 184413, 184430, 184664, 184878]",20.0
com_13413.parquet,MT,[184687],35.0
com_13414.parquet,MT,"[184142, 184620]",15.0
com_13418.parquet,MT,[184288],25.0
com_13419.parquet,MT,"[184217, 184227, 184269, 184304]",40.0
com_13420.parquet,MT,"[184612, 185005]",10.0
com_13423.parquet,MT,[184732],15.0
com_13425.parquet,MT,"[184624, 184799, 184916, 184953]",25.0
com_13427.parquet,MT,"[184737, 184838]",20.0
com_13428.parquet,MT,[184683],45.0
com_13430.parquet,MT,[184805],30.0
com_13431.parquet,MT,"[184708, 184763, 184863]",20.0
com_13432.parquet,MT,[184262],25.0
com_13439.parquet,MT,"[184520, 184805]",45.0
com_13440.parquet,MT,"[184496, 184856]",15.0
com_13441.parquet,MT,[184835],25.0
com_13443.parquet,MT,[184846],25.0
com_13444.parquet,MT,"[184441, 184863]",20.0
com_13445.parquet,MT,[184596],35.0
com_13448.parquet,MT,[184220],40.0
com_13450.parquet,MT,[184744],10.0
com_13456.parquet,MT,"[184194, 184338, 184382, 184617, 184930]",20.0
com_13459.parquet,MT,[184478],10.0
com_13461.parquet,MT,[184217],30.0
com_13462.parquet,MT,"[184196, 184857]",20.0
com_13466.parquet,MT,"[184216, 184252, 184295, 184354, 184374, 184731, 184761, 184784, 184804, 184876]",25.0
com_13468.parquet,MT,"[184196, 184857]",20.0
com_13469.parquet,MT,"[184123, 184184, 184323, 184357, 184675, 184705, 184769, 184961]",15.0
com_13477.parquet,MT,"[184694, 184771, 184830, 184838, 184849, 184885]",25.0
com_13479.parquet,MT,[184133],15.0
com_13480.parquet,MT,[184338],15.0
com_13484.parquet,MT,[184394],35.0
com_13486.parquet,MT,"[184213, 184300, 185024]",20.0
com_13490.parquet,MT,"[184219, 184518]",40.0
com_13492.parquet,MT,[184340],20.0
com_13495.parquet,MT,"[184297, 184313]",25.0
com_13497.parquet,MT,"[184123, 184215, 184222, 184610, 184675, 184764, 184769, 184833, 184961]",15.0
com_13499.parquet,MT,"[184217, 184578, 184626, 184973]",30.0
com_13501.parquet,MT,[184544],35.0
com_13502.parquet,MT,[184433],35.0
com_13508.parquet,MT,[184397],50.0
com_13509.parquet,MT,"[184508, 184587]",20.0
com_13510.parquet,MT,[184683],50.0
com_13513.parquet,MT,[184617],15.0
com_13515.parquet,MT,[],
com_13517.parquet,MT,"[184157, 184712]",35.0
com_13520.parquet,MT,"[184391, 184596, 184883]",25.0
com_13526.parquet,MT,"[184367, 184384, 184465, 184623, 184682, 184808, 185012]",20.0
com_13527.parquet,MT,"[184309, 184365]",50.0
com_13532.parquet,MT,"[184520, 184805]",35.0
com_13533.parquet,MT,[184107],15.0
com_13534.parquet,MT,[184394],35.0
com_13537.parquet,MT,"[184213, 184394]",15.0
com_13538.parquet,MT,[184983],15.0
com_13539.parquet,MT,"[184631, 184795]",25.0
com_13540.parquet,MT,"[184107, 184551, 184704, 184720, 184897, 184935]",25.0
com_13545.parquet,MT,[184382],20.0
com_13551.parquet,MT,"[184133, 184238, 184241, 184276]",15.0
com_13557.parquet,MT,"[184157, 184484, 184954]",25.0
com_13562.parquet,MT,"[184550, 184620, 184952]",20.0
com_13564.parquet,MT,"[184313, 184579, 184581, 184840]",25.0
com_13567.parquet,MT,[184717],25.0
com_13568.parquet,MT,[184996],20.0
com_13569.parquet,MT,"[184689, 184927]",15.0
com_13571.parquet,MT,"[184579, 184581, 184840]",20.0
com_13576.parquet,MT,[184270],20.0
com_13577.parquet,MT,"[184217, 184227, 184578, 184626]",35.0
com_13578.parquet,MT,[184700],20.0
com_13580.parquet,MT,"[184121, 184123, 184131, 184222, 184357, 184533, 184572, 184630, 184764, 184769, 184810]",25.0
com_13581.parquet,MT,"[184546, 184996]",35.0
com_13584.parquet,MT,"[184248, 184258, 184340, 184457, 184560, 184590, 184813, 184873, 184921, 184979]",20.0
com_13585.parquet,MT,"[184133, 184612, 184637, 184846]",15.0
com_13587.parquet,MT,[184313],20.0
com_13592.parquet,MT,[184484],35.0
com_13596.parquet,MT,[184207],40.0
com_13597.parquet,MT,"[184372, 184863]",15.0
com_13601.parquet,MT,"[184213, 184233, 184394, 184495]",20.0
com_13604.parquet,MT,"[184342, 184358, 184744]",20.0
com_13609.parquet,MT,"[184174, 184812]",35.0
com_13611.parquet,MT,[184313],15.0
com_13613.parquet,MT,"[184142, 184295, 184374, 184550]",20.0
com_13616.parquet,MT,[184433],45.0
com_13618.parquet,MT,"[184297, 184313]",25.0
com_13623.parquet,MT,[184456],20.0
com_13625.parquet,MT,"[184631, 184776, 184896, 184970]",40.0
com_13628.parquet,MT,[184338],15.0
com_13636.parquet,MT,[184387],35.0
