bldg_id,Occurrence_Count,Unique_Source_Files
184278,5,"['com_13004.parquet', 'com_12774.parquet', 'com_14481.parquet', 'com_14855.parquet', 'com_14217.parquet']"
184365,8,"['com_13527.parquet', 'com_14360.parquet', 'com_12774.parquet', 'com_13666.parquet', 'com_13810.parquet', 'com_14248.parquet', 'com_14478.parquet', 'com_15057.parquet']"
184444,10,"['com_15073.parquet', 'com_13811.parquet', 'com_13980.parquet', 'com_13719.parquet', 'com_15266.parquet', 'com_14026.parquet', 'com_14383.parquet', 'com_13382.parquet', 'com_14291.parquet', 'com_12775.parquet']"
184472,1,['com_12775.parquet']
184617,20,"['com_14795.parquet', 'com_15073.parquet', 'com_14010.parquet', 'com_13382.parquet', 'com_13811.parquet', 'com_13980.parquet', 'com_14026.parquet', 'com_14039.parquet', 'com_13513.parquet', 'com_14090.parquet', 'com_12805.parquet', 'com_14975.parquet', 'com_14619.parquet', 'com_14626.parquet', 'com_15266.parquet', 'com_14383.parquet', 'com_14291.parquet', 'com_13719.parquet', 'com_12775.parquet', 'com_13456.parquet']"
184925,6,"['com_14090.parquet', 'com_12805.parquet', 'com_13811.parquet', 'com_15073.parquet', 'com_12775.parquet', 'com_14507.parquet']"
184167,5,"['com_13182.parquet', 'com_13939.parquet', 'com_12779.parquet', 'com_15075.parquet', 'com_15133.parquet']"
184561,10,"['com_15082.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_14463.parquet', 'com_13939.parquet', 'com_12779.parquet', 'com_13894.parquet', 'com_14660.parquet', 'com_13680.parquet', 'com_15075.parquet']"
184608,16,"['com_13011.parquet', 'com_15082.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_14781.parquet', 'com_12786.parquet', 'com_13939.parquet', 'com_13009.parquet', 'com_12779.parquet', 'com_13188.parquet', 'com_12871.parquet', 'com_13894.parquet', 'com_14074.parquet', 'com_14660.parquet', 'com_15075.parquet', 'com_13760.parquet']"
184656,13,"['com_12907.parquet', 'com_13011.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_14781.parquet', 'com_13939.parquet', 'com_13009.parquet', 'com_12779.parquet', 'com_13894.parquet', 'com_12871.parquet', 'com_14074.parquet', 'com_15075.parquet', 'com_13760.parquet']"
184689,11,"['com_13011.parquet', 'com_14242.parquet', 'com_13182.parquet', 'com_13939.parquet', 'com_14309.parquet', 'com_12779.parquet', 'com_15075.parquet', 'com_13569.parquet', 'com_13760.parquet', 'com_15133.parquet', 'com_13051.parquet']"
184788,17,"['com_13011.parquet', 'com_15082.parquet', 'com_14859.parquet', 'com_14775.parquet', 'com_13685.parquet', 'com_13182.parquet', 'com_14474.parquet', 'com_14781.parquet', 'com_13939.parquet', 'com_13009.parquet', 'com_12779.parquet', 'com_13894.parquet', 'com_14660.parquet', 'com_14255.parquet', 'com_15075.parquet', 'com_13760.parquet', 'com_14838.parquet']"
184934,10,"['com_14918.parquet', 'com_14012.parquet', 'com_14810.parquet', 'com_15090.parquet', 'com_12885.parquet', 'com_13663.parquet', 'com_13080.parquet', 'com_15137.parquet', 'com_12783.parquet', 'com_14033.parquet']"
184310,2,"['com_13815.parquet', 'com_12785.parquet']"
184364,2,"['com_14455.parquet', 'com_12785.parquet']"
184872,2,"['com_14617.parquet', 'com_12785.parquet']"
184973,3,"['com_13499.parquet', 'com_13815.parquet', 'com_12785.parquet']"
184654,13,"['com_15082.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_15026.parquet', 'com_12786.parquet', 'com_14594.parquet', 'com_13939.parquet', 'com_15075.parquet', 'com_13270.parquet', 'com_13680.parquet', 'com_13401.parquet', 'com_15135.parquet', 'com_15076.parquet']"
184946,13,"['com_15082.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_14463.parquet', 'com_14474.parquet', 'com_12786.parquet', 'com_14594.parquet', 'com_13193.parquet', 'com_13939.parquet', 'com_14660.parquet', 'com_13680.parquet', 'com_14255.parquet', 'com_14838.parquet']"
185028,8,"['com_15082.parquet', 'com_14859.parquet', 'com_13182.parquet', 'com_12786.parquet', 'com_13939.parquet', 'com_14660.parquet', 'com_13270.parquet', 'com_15075.parquet']"
184180,2,"['com_14534.parquet', 'com_12789.parquet']"
184206,4,"['com_14534.parquet', 'com_12789.parquet', 'com_15207.parquet', 'com_14527.parquet']"
184432,6,"['com_13899.parquet', 'com_12789.parquet', 'com_13905.parquet', 'com_14527.parquet', 'com_14534.parquet', 'com_15207.parquet']"
