 S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
1913.98,2.03319,1912.7750403870537,67.90497236804978,2078.71,2.38664,2076.9068590429215,86.56305771209554,2082.08,3.5163,2078.1602562310554,127.69916139769099,6067.84215566103,282.1671914778363,6074.39929128499,6074.77,0.0,3,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1844.45,1.70945,1843.6291340992461,55.021981066328635,1993.56,1.96228,1992.3909487383921,68.26258847516152,2026.57,3.33918,2023.1293295130686,118.04101390618858,5859.149412350707,241.32558344767875,5864.117143566968,5864.58,1.0,4,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1778.38,1.3977,1777.8508781472478,43.37832950978874,1879.46,1.64168,1878.6885547149827,53.84427530322254,1898.74,3.02035,1896.1024286893971,100.0458270902362,5552.641861551628,197.2684319032475,5556.144929434535,5556.58,1.0,5,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1661.73,1.24805,1661.335786042222,36.1939071595311,1749.83,1.30119,1749.3787851691739,39.7353104936299,1789.36,2.58799,1787.5349540126235,80.79602578770672,5198.24952522402,156.72524344086773,5200.611591767198,5200.92,1.0,6,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1603.9,0.827743,1603.7326269590224,23.17048180581214,1683.49,1.01245,1683.227172291124,29.74670672237442,1642.34,2.13584,1641.1990280985003,61.20805313467982,4928.158827348647,114.12524166286639,4929.480094123415,4929.7300000000005,1.0,7,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1530.88,0.52053,1530.816823664589,13.907795851908055,1585.58,0.704039,1585.4602981482296,19.482797430708853,1579.95,1.91524,1579.0673794194374,52.80353921311424,4695.344501232256,86.19413249573114,4696.135582979763,4696.41,2.0,8,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1470.22,0.527603,1470.1576669310657,13.538196475370654,1553.22,0.622442,1553.1283460426343,16.873325661277907,1565.91,1.93312,1565.0188147972797,52.82269806170289,4588.3048277709795,83.23422019835145,4589.059721550648,4589.35,2.0,9,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1414.34,0.60507,1414.2611347346492,14.935808617633084,1520.84,0.22887,1520.8278665186267,6.0750325433086765,1523.9,2.27161,1522.7024549418338,60.40234858110343,4457.791456195109,81.41318974204519,4458.534823727419,4459.08,2.0,10,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1413.88,0.439301,1413.8384415303303,10.84046360111327,1473.99,0.159669,1473.9842765195165,4.10763596706773,1478.83,2.04188,1477.8910175876194,52.69069209860846,4365.713735637466,67.63879166678946,4366.237674207828,4366.7,2.0,11,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1389.81,0.568053,1389.7416947115235,13.778899823375024,1465.38,0.0237384,1465.379874229763,0.6071263170241473,1479.51,2.09863,1478.5176477858736,54.1793806325549,4333.639216727161,68.56540677295408,4334.181592384142,4334.7,3.0,12,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1386.29,0.0166769,1386.2899412768322,0.40350300791842986,1462.2,-0.159178,1462.1943571653158,-4.062249858067344,1462.23,1.61056,1461.6523488393934,41.097250909086256,4310.136647281542,37.43850405893734,4310.2992424918175,4310.719999999999,3.0,13,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1386.95,-0.096217,1386.9480443593059,-2.329108820267708,1462.08,-0.300632,1462.0598736374511,-7.671525222579076,1465.62,1.50801,1465.1123907886931,38.57028334663168,4314.12030878545,28.5696493037849,4314.214906971651,4314.65,3.0,14,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1409.67,0.511887,1409.6137415828914,12.593984305288114,1481.15,0.227325,1481.1383421728376,5.876550476127204,1481.47,2.00819,1480.5601228870842,51.914192824142376,4371.312206642813,70.38472760555769,4371.878820121226,4372.29,3.0,15,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1426.54,0.39835,1426.5055224349253,9.917966659601126,1502.94,0.273774,1502.9228426599457,7.181407309770875,1477.77,1.82845,1477.017579005064,47.151290650629775,4406.445944099934,64.25066462000177,4406.914340689966,4407.25,4.0,16,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1447.0,0.965748,1446.794453245767,24.38872807839821,1519.26,0.501029,1519.2019128854622,13.285160335969161,1497.03,2.12782,1495.9977732699401,55.58312038183048,4461.994139401169,93.25700879619785,4462.968582652134,4463.29,4.0,17,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1550.67,1.74181,1549.9535065308655,47.133602585356705,1600.34,1.26726,1599.9485730272634,35.39320934902115,1556.55,2.52518,1555.0385207196427,68.57916285625322,4704.940600277772,151.10597479063108,4707.366468393935,4707.56,4.0,18,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1545.84,1.93265,1544.9606646667296,52.13300521298028,1607.44,1.15085,1607.115748231549,32.28506444392143,1570.21,2.83469,1568.2886564221055,77.65393897122857,4720.3650693203845,162.07200862813028,4723.146591377489,4723.49,4.0,19,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1591.54,2.48398,1590.0445549366862,68.97742323540062,1672.56,1.90358,1671.6369849903679,55.558473811943,1610.31,3.21214,1607.7800647344823,90.23059094555586,4869.4616046615365,214.7664879928995,4874.195417054769,4874.41,5.0,20,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1606.64,2.898,1604.585304418075,81.22863070096695,1719.23,3.01722,1716.846735131557,90.49354102981006,1625.22,3.77612,1621.6916531824302,107.0337815758972,4943.123692732062,278.7559533066742,4950.9773502969065,4951.09,5.0,21,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1661.25,2.98371,1658.997966713903,86.47143423776213,1785.99,3.20588,1783.194979626499,99.87965125514901,1703.32,4.00594,1699.1584708330922,118.99375360138572,5141.351417173494,305.34483909429684,5150.410650194159,5150.5599999999995,5.0,22,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1795.22,4.0173,1790.8090410199009,125.76894291272033,1982.24,4.90079,1974.9931651759975,169.3440731413266,1838.96,5.26161,1831.2112954510312,168.63888345383515,5597.013501646929,463.75189950788206,5616.193191292051,5616.42,5.0,23,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1652.85,2.97477,1650.6227580025177,85.77664754559473,1730.37,2.81601,1728.2804889264783,85.01110807449129,1639.12,3.36615,1636.2920124248774,96.24356848405371,5015.195259353874,267.03132410413974,5022.299196334123,5022.34,6.0,24,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1591.68,2.7426,1589.8568495202844,76.16049128935406,1728.49,3.5572,1725.1598125977198,107.24411917583305,1579.1,3.28801,1576.5005501480225,90.56945060549914,4891.517212266027,273.9740610706862,4899.183852850837,4899.27,6.0,25,900.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1690.11,4.06461,1685.8589586443322,119.79726064751131,1903.19,5.53266,1894.3238032981649,183.49251853406756,1762.11,5.54281,1753.8709144841139,170.20125565534983,5334.053676426611,473.4910348369287,5355.027766788066,5355.41,6.0,26,1800.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1679.76,3.20347,1677.1351761790474,93.86830361136694,1861.26,3.96596,1856.8028727436345,128.73181180650937,1723.12,4.27961,1718.3155162725081,128.58585045464125,5252.25356519519,351.18596587251756,5263.981297053723,5264.139999999999,6.0,27,2700.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
1857.67,3.83098,1853.5190139785168,124.11725794629699,2067.17,4.94151,2059.4866419465247,178.06341719687043,1895.03,4.91998,1888.0476658817533,162.52603563264097,5801.053321806795,464.7067107758084,5819.636755802351,5819.87,7.0,28,0.0,uhs10_1247_circuit_33_1,uhs10,circuit_33,1,data,,,,,
